repo,pr_id,reviewer,review_decision,review_time,review_comment,is_ai_reviewer
microsoft/vscode,324132,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-03T00:24:10Z,"## Pull request overview

This PR fixes issue #324066, where the Changes view showed an endless loading spinner when a session's workspace folder is not a git repository. The root cause is that `GitRepositoryChangesetResolver.resolve(...)` returned `undefined` when no repository URI was available, and the downstream changeset observables interpret an `undefined` resolved value as ""still loading"", which never clears. The fix returns an empty array instead, signaling a completed resolution with no changes.

**Changes:**
- In `GitRepositoryChangesetResolver.resolve(...)`, return `[]` instead of `undefined` when there is no repository URI, so `isLoadingChanges` resolves to `false` for non-git folders.




",True
microsoft/vscode,324132,lszomoru,APPROVED,2026-07-03T06:58:48Z,,False
microsoft/vscode,324132,dmitrivMS,APPROVED,2026-07-03T06:59:36Z,,False
microsoft/vscode,324132,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-03T07:05:18Z,"## Review details





- **Files reviewed:** 1/1 changed files
- **Comments generated:** 0 new
- **Review effort level:** Medium

",True
microsoft/vscode,324131,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-03T00:11:53Z,"## Pull request overview

This PR adds a self-contained **prompt timeline rail** to the Agents window (`vs/sessions`). It overlays a right-edge vertical rail on the chat transcript that lets users scan and jump between the prompts they have sent, showing recency-bucketed ticks with per-turn diff magnitude, an interactive hover card, and keyboard commands. It is implemented as a per-widget `IChatWidgetContrib` attached via `ChatWidget.CONTRIBS` (no `vs/workbench` changes), gated behind a new experimental `sessions.promptTimeline.enabled` setting, and reuses the provider-agnostic `IChatResponseFileChangesService` (with an editing-session fallback) for diffs.

**Changes:**
- New `promptTimeline` sessions contrib: pure bucketing (`promptBucketing.ts`, unit-tested), a reactive model, a presentation rail, four keyboard commands, and CSS.
- Registration wiring: side-effect import in `sessions.common.main.ts`, config schema + contrib push + action registration in `promptTimeline.contribution.ts`.
- Build metadata: i18n resource entry and new stylelint known CSS variables.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| `src/vs/sessions/sessions.common.main.ts` | Adds side-effect import to load the new contribution. |
| `src/vs/sessions/contrib/promptTimeline/common/promptTimeline.ts` | Shared constants: contrib id, setting key, min prompts, command ids. |
| `src/vs/sessions/contrib/promptTimeline/browser/promptTimeline.contribution.ts` | Registers the experimental setting, pushes the widget contrib, registers actions. |
| `src/vs/sessions/contrib/promptTimeline/browser/promptTimelineWidgetContrib.ts` | Per-widget lifecycle: creates/tears down the rail reactively with the setting; navigation API for commands. |
| `src/vs/sessions/contrib/promptTimeline/browser/promptTimelineModel.ts` | Derives bucketed ticks + active tick from the view model; resolves per-request diffs and opens reviews. |
| `src/vs/sessions/contrib/promptTimeline/browser/promptTimelineRail.ts` | DOM rail: ticks, magnify, hover card, fit/capacity measurement (flagged: toolbar keyboard nav). |
| `src/vs/sessions/contrib/promptTimeline/browser/promptTimelineActions.ts` | Four keyboard commands (flagged: keybinding collision with existing chat nav actions). |
| `src/vs/sessions/contrib/promptTimeline/browser/promptBucketing.ts` | Pure recency-bucketing with a hard `MAX_TICKS` cap; sampling/expansion helpers. |
| `src/vs/sessions/contrib/promptTimeline/browser/media/promptTimeline.css` | Rail/card styling (author defers design-token cleanup as follow-up). |
| `src/vs/sessions/contrib/promptTimeline/test/browser/promptBucketing.test.ts` | Unit tests for the bucketing algorithm. |
| `build/lib/stylelint/vscode-known-variables.json` | Registers the new custom CSS variables. |
| `build/lib/i18n.resources.json` | Registers the new module for localization. |
</details>

## Review details





- **Files reviewed:** 12/12 changed files
- **Comments generated:** 2
- **Review effort level:** Medium


",True
microsoft/vscode,324129,vutung3196,COMMENTED,2026-07-02T23:46:10Z,,False
microsoft/vscode,324129,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T23:54:24Z,"## Pull request overview

This PR refines how VS Code–configured MCP servers reach the Copilot agent host and enables the SDK's own config discovery. Previously, all non-plugin MCP servers were synced to the agent host. Now, workspace-discovered servers are excluded by default (the agent host discovers workspace `.mcp.json` itself via the newly enabled `enableConfigDiscovery`), with an explicit exception for `.vscode/mcp.json` — which the SDK does not discover in practice — synced only when its config resolves without user interaction (interactive `${input:…}`/`${command:…}` or unresolvable variables cause the server to be skipped). It fits into the agent-sessions/agent-host customization sync path (`src/vs/workbench/contrib/chat/browser/agentSessions/agentHost`).

**Changes:**
- Adds `McpCollectionDefinition.isWorkspaceDiscovered`/`isVscodeMcpJson` helpers and centralizes the `MCP_CONFIGURATION_COLLECTION_ID_PREFIX` (`mcp.config.`) constant in `mcpTypes.ts`.
- Makes `collectNonPluginMcpServers` async and filters workspace-discovered servers, resolving `.vscode/mcp.json` configs via `IConfigurationResolverService.resolveAsync` + `ConfigurationResolverExpression` before syncing.
- Sets `enableConfigDiscovery: true` on the Copilot session launch config so the host discovers workspace `.mcp.json` itself.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| `src/vs/workbench/contrib/mcp/common/mcpTypes.ts` | Adds the shared `MCP_CONFIGURATION_COLLECTION_ID_PREFIX` constant and `isWorkspaceDiscovered`/`isVscodeMcpJson` collection-classification helpers. |
| `src/vs/workbench/contrib/mcp/common/discovery/installedMcpServersDiscovery.ts` | Reuses the shared prefix constant for collection-id construction. |
| `src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostLocalCustomizations.ts` | Adds `resolveConfigurationForSync`, filters workspace-discovered servers, and threads the resolver service through `collectNonPluginMcpServers`/`resolveCustomizationRefs`. |
| `src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostActiveClientService.ts` | Injects `IConfigurationResolverService` and passes it to `resolveCustomizationRefs`. |
| `src/vs/platform/agentHost/node/copilot/copilotSessionLauncher.ts` | Enables `enableConfigDiscovery` on the session launch config. |
| `src/vs/workbench/contrib/chat/test/browser/agentSessions/resolveCustomizationRefs.test.ts` | Adds a fake resolver and cases covering exclusion/sync/resolution behavior. |
</details>

## Review details





- **Files reviewed:** 6/6 changed files
- **Comments generated:** 0
- **Review effort level:** Medium


",True
microsoft/vscode,324129,dmitrivMS,APPROVED,2026-07-03T00:40:12Z,,False
microsoft/vscode,324128,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T23:35:15Z,Copilot can't review bot-authored pull requests automatically. A user with Copilot access can request a review manually.,True
microsoft/vscode,324128,rzhao271,APPROVED,2026-07-03T00:58:18Z,,False
microsoft/vscode,324128,dmitrivMS,APPROVED,2026-07-03T01:17:30Z,,False
microsoft/vscode,324128,benvillalobos,APPROVED,2026-07-03T04:09:15Z,,False
microsoft/vscode,324127,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T23:31:09Z,"## Pull request overview

This PR fixes the Agents window model picker collapsing all agent-host models into a single flat bucket. Because agent-host models all share one vendor, BYOK models routed through the host (OpenAI, Google, custom endpoints, etc.) were previously indistinguishable. It introduces a presentation-only `modelGroup` grouping hint that lets the picker bucket these models by their upstream provider.

**Changes:**
- Adds an optional `modelGroup: { id }` hint to `ILanguageModelChatMetadata`; the picker (`getProviderGroupForModel`) now buckets by it, resolving the display name from the vendor registry.
- Agent-host provider derives the group id from the model-id prefix (`vendor/id`) or falls back to the harness `provider`; also enables the ""Manage Models"" action for agent-host sessions.
- `MainThreadLanguageModels` now defaults `isBYOK` for extension-contributed models (non-built-in-Copilot → BYOK) so BYOK models are correctly distinguished for grouping.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| `src/vs/workbench/contrib/chat/common/languageModels.ts` | Adds the optional `modelGroup` grouping hint to model metadata. |
| `src/vs/workbench/contrib/chat/browser/widget/input/chatModelPicker.ts` | Prefers `metadata.modelGroup` when resolving a model's provider group. |
| `src/vs/workbench/contrib/chat/browser/agentSessions/agentHost/agentHostLanguageModelProvider.ts` | Derives and attaches `modelGroup` from the model-id prefix or provider. |
| `src/vs/workbench/api/browser/mainThreadLanguageModels.ts` | Injects `IProductService` and defaults `isBYOK` for extension models. |
| `src/vs/sessions/contrib/providers/agentHost/browser/baseAgentHostSessionsProvider.ts` | Enables the Manage Models action for agent-host sessions. |
| `src/vs/workbench/contrib/chat/test/browser/agentSessions/agentHostLanguageModelProvider.test.ts` | Tests group derivation from id prefix and empty-provider omission. |
| `src/vs/workbench/contrib/chat/test/browser/widget/input/chatModelPicker.test.ts` | Tests Other Models sectioning and inline badges by `modelGroup`. |
| `src/vs/workbench/api/test/browser/mainThreadLanguageModels.test.ts` | Passes `TestProductService` to the updated constructor. |
</details>

## Review details





- **Files reviewed:** 8/8 changed files
- **Comments generated:** 1
- **Review effort level:** Medium


",True
microsoft/vscode,324127,vritant24,COMMENTED,2026-07-03T00:19:02Z,,False
microsoft/vscode,324127,copilot-swe-agent[bot],COMMENTED,2026-07-03T00:25:11Z,,True
microsoft/vscode,324125,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T23:20:54Z,"## Pull request overview

This PR bumps the `distro` commit hash in `package.json` from `1ec113de3e26ba3133915ecee3b613f0b7740ede` to `5b10bb5b3d400cf801a343ebe7ed2e9835df5ab4`. The `distro` field pins the commit of the companion distribution repository used by the build and test tooling, so this is a routine pointer update rather than a functional code change. The new value is a well-formed 40-character SHA-1, and no other references to the previous hash remain in the repository.

**Changes:**
- Update the `distro` field in `package.json` to the requested commit hash.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| package.json | Updates the pinned `distro` commit hash used by build/test tooling. |
</details>

## Review details





- **Files reviewed:** 1/1 changed files
- **Comments generated:** 0
- **Review effort level:** Medium


",True
microsoft/vscode,324125,benvillalobos,APPROVED,2026-07-02T23:46:37Z,,False
microsoft/vscode,324124,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T23:23:30Z,"## Pull request overview

This PR fixes #256546, where a remote host's user-level `mcp.json` (`environment.mcpResource`) was never read into the configuration model in remote windows (SSH/WSL/dev containers), causing `inspect('mcp').userRemoteValue` to be `undefined` and MCP servers using `${input:...}` variables to fail. It wires `environment.mcpResource` through `FileServiceBasedRemoteUserConfiguration` as a standalone configuration resource, mirroring the existing local `UserConfiguration` and `FolderConfiguration` handling.

**Changes:**
- `RemoteUserConfiguration` now builds a `standAloneConfigurationResources` list (adding `mcp.json` when `environment.mcpResource` is present) and passes it to `FileServiceBasedRemoteUserConfiguration`.
- `FileServiceBasedRemoteUserConfiguration` reads standalone resources in parallel with `settings.json`, parses them with `StandaloneConfigurationModelParser`, merges via a new `consolidate()`/`_cache`, tolerates missing files, and watches each resource plus its parent directory.
- Adds a unit test verifying remote `mcp.json` contents surface through `inspect('mcp').userRemoteValue`.

### Reviewed changes

Copilot reviewed 2 out of 2 changed files in this pull request and generated 1 comment.

| File | Description |
| ---- | ----------- |
| `src/vs/workbench/services/configuration/browser/configuration.ts` | Wires `mcpResource` as a standalone config resource; parses, merges, and watches it in the remote user configuration. |
| `src/vs/workbench/services/configuration/test/browser/configurationService.test.ts` | Adds remote environment `mcpResource` plumbing and a test asserting remote `mcp.json` loads into `userRemoteValue`. |




",True
microsoft/vscode,324124,inasaku86,COMMENTED,2026-07-03T04:00:33Z,,False
microsoft/vscode,324121,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T22:46:08Z,"## Pull request overview

This PR fixes issue #319592, where custom/BYOK OpenAI-compatible endpoints that return `finish_reason: ""length""` (i.e. hit their context window) caused the Copilot language-model wrapper to throw `Error: Response too long.` and discard all text the model had already streamed. The fix intercepts the `ChatFetchResponseType.Length` result in `CopilotLanguageModelWrapper._provideLanguageModelResponse` and resolves gracefully (returning `undefined`) instead of throwing, since the partial text was already reported to the consumer via the streaming `finishedCb`. A warning is logged, and a unit test verifies the truncated response no longer surfaces as a hard failure.

**Changes:**
- Treat a `Length` finish reason as a successful (truncated) response rather than throwing, keeping the already-streamed partial text.
- Log a warning when a response is truncated due to the length limit.
- Add a unit test asserting `provideLanguageModelResponse` does not throw on a `Length` response.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| extensions/copilot/src/extension/conversation/vscode-node/languageModelAccess.ts | Adds an early return for `ChatFetchResponseType.Length` before the failure path, logging a warning and returning `undefined` instead of throwing ""Response too long."" |
| extensions/copilot/src/extension/conversation/vscode-node/test/languageModelAccess.test.ts | Adds a ""length finish reason"" suite verifying that a truncated (`Length`) response does not throw. |
</details>

## Review details





- **Files reviewed:** 2/2 changed files
- **Comments generated:** 0
- **Review effort level:** Medium


",True
microsoft/vscode,324121,dmitrivMS,APPROVED,2026-07-03T00:45:29Z,,False
microsoft/vscode,324120,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T22:41:37Z,"## Pull request overview

This PR extends the ""Install Plugin from Source"" flow to accept local folder paths (`file://` URIs, absolute posix/win32 paths, and `~`-prefixed paths) in addition to GitHub shorthand and git clone URLs. Local folders are inspected and routed to the appropriate setting: a marketplace (`chat.plugins.marketplaces`, as a `file://` URI) or a standalone plugin location (`chat.pluginLocations`, preserving the original path form). It also consolidates the two-method install API (`installPluginFromSource` + `installPluginFromValidatedSource`) into a single result-returning `installPluginFromSource`, moving source-level error notification responsibility to callers.

**Changes:**
- Added local-source resolution/routing to `PluginInstallService` (`_doInstallFromLocalSource`, `_resolveLocalDirectorySource`, `_isLocalPathSource`, `_addPluginLocationToConfig`) and a shared `_installDiscoveredPlugins` helper; injected `IPathService`.
- Added `IPluginMarketplaceService.isPluginDirectory()` to detect a standalone-plugin manifest.
- Collapsed the install API into one method; `pluginUrlHandler` now injects `INotificationService` to surface untargeted-path errors; updated the action's placeholder/prompt and `AGENTS_PLUGINS.md`.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| `browser/pluginInstallService.ts` | Core local-source resolution/routing, API consolidation, `IPathService` injection |
| `common/plugins/pluginInstallService.ts` | Interface updated: single result-returning `installPluginFromSource`; removed validated-source method |
| `common/plugins/pluginMarketplaceService.ts` | Added `isPluginDirectory()` reusing single-plugin manifest definitions |
| `browser/pluginUrlHandler.ts` | Injects `INotificationService`; notifies on untargeted-install failures; uses consolidated method |
| `browser/actions/chatPluginActions.ts` | Updated placeholder/prompt; switched to consolidated method |
| `common/plugins/AGENTS_PLUGINS.md` | Documented new local-folder support (contains a config-key typo) |
| `test/browser/plugins/pluginInstallService.test.ts` | Added local-source tests; updated to result-based assertions |
| `test/browser/plugins/pluginUrlHandler.test.ts` | Updated mocks/tests for consolidated API and notifications |
</details>

## Review details





- **Files reviewed:** 8/8 changed files
- **Comments generated:** 2
- **Review effort level:** Medium


",True
microsoft/vscode,324120,pwang347,APPROVED,2026-07-02T22:59:26Z,,False
microsoft/vscode,324118,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T22:31:36Z,"## Pull request overview

This PR fixes two browser-related behaviors in the Agents window (`vs/sessions`) and updates the accompanying design docs to match.

1. **Browser view ownership resolution** (`sessionBrowserView.ts`): The contextual filter and open handler previously compared the browser view's owner id (`owner.sessionId`) directly against the active session's resource string. Because `owner.sessionId` is actually the *chat* resource string (stamped by the browser tools) and a session can own multiple chats (main, peer, subagent), this string comparison failed to associate browsers opened from non-main chats. The new `_resolveOwningSession` helper resolves the owner id to its owning `ISession` (via `getSessionForChatResource`, falling back to `getSession`) and compares by the composite `session.sessionId`.
2. **Editor working sets in modal mode** (`baseSessionLayoutController.ts`): The working-set save/apply/cleanup listeners were gated behind `workbench.editor.useModal !== 'all'`. Since browser editors dock in the shared grid editor part even in `'all'` mode, their tabs still need per-session capture/restore. The listeners are now always registered, and `_useModalConfigObs` is consulted only inside `_applyWorkingSet` to decide whether to auto-reveal the editor part.
3. **Documentation** updates across `LAYOUT.md`, `LAYOUT_CONTROLLER.md`, and `baseSessionLayoutController.md` to reflect the always-active working-set behavior.

**Changes:**
- Resolve browser view owners to their owning session across all chats instead of comparing raw resource strings.
- Always capture/restore editor working sets regardless of `useModal`, using `useModal` only for the editor-part auto-reveal decision.
- Update layout design docs to match the new behavior.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| `src/vs/sessions/contrib/browserView/browser/sessionBrowserView.ts` | Adds `_resolveOwningSession` and uses it in the contextual filter and open handler to compare by session identity. |
| `src/vs/sessions/contrib/layout/browser/baseSessionLayoutController.ts` | Removes the `useModal === 'all'` autorun guard so working-set listeners are always registered. |
| `src/vs/sessions/LAYOUT.md` | Documents that working sets are tracked regardless of `useModal`. |
| `src/vs/sessions/LAYOUT_CONTROLLER.md` | Explains working sets are always active and how `_useModalConfigObs` is used. |
| `src/vs/sessions/contrib/layout/browser/baseSessionLayoutController.md` | Updates the `[B2]` working-sets description to match. |
</details>

## Review details





- **Files reviewed:** 5/5 changed files
- **Comments generated:** 1
- **Review effort level:** Medium


",True
microsoft/vscode,324118,jruales,APPROVED,2026-07-02T22:45:39Z,,False
microsoft/vscode,324117,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T22:20:56Z,"## Pull request overview

This PR improves two OpenAI BYOK behaviors in the Copilot extension. First, it enables provider-group–level Zero Data Retention (ZDR) for the OpenAI BYOK provider by wiring the provider group configuration into `OAIBYOKLMProvider` so it is merged into the model metadata before endpoint creation, while retaining model-level ZDR as a fallback. Second, it changes the OpenAI Responses API stream processor so a raw `error` stream event resolves as a terminal `ServerError` completion instead of only emitting a progress delta and falling through to the generic ""Response contained no choices"" failure.

**Changes:**
- Add provider-level `zeroDataRetentionEnabled` to the OpenAI BYOK group schema and merge it into `IChatModelInformation` via a new `applyOpenAIProviderConfig` helper and a `createOpenAIEndPoint` override.
- Map raw Responses API `error` stream events to a terminal `ServerError` completion using the existing `buildTerminalCompletion` / `mapResponsesApiError` helpers.
- Add unit tests for the provider-level ZDR merge behavior and the raw-error terminal mapping.

Note: the PR description refers to `chatLanguageModels.json`, but the schema change is actually in `extensions/copilot/package.json` under the `languageModelChatProviders` contribution point — a minor description-wording discrepancy, not a code issue.

<details>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| `extensions/copilot/src/extension/byok/vscode-node/openAIProvider.ts` | Adds `OpenAIProviderConfig`, `applyOpenAIProviderConfig`, and a `createOpenAIEndPoint` override that merges provider-group ZDR into model metadata. |
| `extensions/copilot/package.json` | Adds provider-level `zeroDataRetentionEnabled` boolean to the OpenAI BYOK group configuration schema. |
| `extensions/copilot/src/platform/endpoint/node/responsesApi.ts` | Makes a raw `error` stream event emit the error progress delta and return a terminal `ServerError` completion. |
| `extensions/copilot/src/extension/byok/vscode-node/test/openAIProvider.spec.ts` | New tests covering provider-level ZDR override and model-level fallback. |
| `extensions/copilot/src/platform/endpoint/node/test/responsesApi.spec.ts` | New test asserting a raw `error` event maps to a terminal `ServerError` completion. |
</details>

## Review details





- **Files reviewed:** 5/5 changed files
- **Comments generated:** 0
- **Review effort level:** Medium


",True
microsoft/vscode,324117,pwang347,APPROVED,2026-07-02T22:59:04Z,,False
microsoft/vscode,324116,connor4312,APPROVED,2026-07-02T21:51:50Z,,False
microsoft/vscode,324116,copilot-pull-request-reviewer[bot],COMMENTED,2026-07-02T21:52:10Z,"## Pull request overview

This PR adds infrastructure to the per-session SQLite database (`agentHost`) for tracking which files a user has reviewed at a given content nonce. It introduces a new `reviewed_files` table (schema migration v7) and a set of `ISessionDatabase` methods to mark/unmark and query reviewed files. This is pure plumbing — no consumers call these methods yet — laying groundwork for a future file-review feature.

**Changes:**
- Adds `IReviewedFileRecord` and 5 methods (`markFileReviewed`, `unmarkFileReviewed`, `getReviewedFiles`, `getReviewedFilesForUri`, `isFileReviewed`) to the `ISessionDatabase` interface.
- Implements the methods in `SessionDatabase` backed by a new `reviewed_files (uri, nonce)` table via migration v7, with writes tracked for graceful shutdown and reads untracked.
- Updates the `TestSessionDatabase` test double and adds unit tests covering the new behavior.

<details open>
<summary>Show a summary per file</summary>

| File | Description |
| ---- | ----------- |
| `src/vs/platform/agentHost/common/sessionDataService.ts` | Adds the `IReviewedFileRecord` type and the reviewed-file methods to the `ISessionDatabase` interface. |
| `src/vs/platform/agentHost/node/sessionDatabase.ts` | Adds migration v7 for the `reviewed_files` table, implements the new methods, and adds a `toReviewedFileRecord` mapper (switches `URI` to a value import). |
| `src/vs/platform/agentHost/test/common/sessionTestHelpers.ts` | Implements the new methods in the `TestSessionDatabase` in-memory double. |
| `src/vs/platform/agentHost/test/node/sessionDatabase.test.ts` | Adds a `reviewed files` test suite covering mark/unmark, querying, idempotency, and the v7 migration. |
</details>

## Review details





- **Files reviewed:** 4/4 changed files
- **Comments generated:** 0
- **Review effort level:** Medium


",True
